,NAME,AGE,TEAM_RANK,POSITION,MATCHES_PLAYED,STARTS,MINUTES,GOALS,ASSISTS,PENALTIES,PEANLTIES_MISSED,YELLOW_CARDS,RED_CARDS,xG,xA,OWN_GOALS,GOALS_CONCEDED,CLEAN_SHEETS,SAVES,POINTS,NEXT_SEASON_POINTS,MINUTES_PER_ASSIST,MINUTES_PER_GOAL,MINUTES_PER_GAME,MINUTES_PER_POINT,MINUTES_PER_XG,MINUTES_PER_XA,xg_diff,xa_diff
1271,kurt zouma,26,7.0,DF,24,24,2078,1,0,0,0,1,0,1.1,0.1,1.0,29.0,5.0,0.0,66.0,88,3510.0,2078.0,86.58333333333333,31.484848484848484,1889.090909090909,20780.0,-0.10000000000000009,-0.1
1272,dwight mcneil,21,18.0,MF,38,35,3107,0,1,0,0,1,0,2.3,4.6,0.0,49.0,9.0,0.0,84.0,126,3107.0,3510.0,81.76315789473684,36.98809523809524,1350.8695652173915,675.4347826086957,-2.3,-3.5999999999999996
1274,dele alli,25,10.0,MF,21,9,995,1,0,1,0,4,0,1.7000000000000002,0.7,0.0,46.0,6.0,0.0,70.0,2,3510.0,995.0,47.38095238095238,14.214285714285714,585.2941176470588,1421.4285714285716,-0.7000000000000002,-0.7
1275,wout weghorst,28,18.0,FW,20,17,1450,2,3,0,0,3,0,4.8,1.5,0.0,20.0,6.0,0.0,55.0,24,483.3333333333333,725.0,72.5,26.363636363636363,302.08333333333337,966.6666666666666,-2.8,1.5
1276,joel veltman,29,9.0,DF,34,33,2874,1,1,0,0,6,0,0.7,1.6,0.0,39.0,8.0,0.0,95.0,95,2874.0,2874.0,84.52941176470588,30.25263157894737,4105.714285714286,1796.25,0.30000000000000004,-0.6000000000000001
1277,timo werner,25,3.0,FW,21,15,1283,4,1,0,0,1,0,6.8,0.3,0.0,17.0,5.0,0.0,62.0,0,1283.0,320.75,61.095238095238095,20.693548387096776,188.6764705882353,4276.666666666667,-2.8,0.7
1278,jack butland,28,12.0,GK,9,8,765,0,0,0,0,0,0,0.0,0.0,0.0,13.0,1.0,17.0,30.0,0,3510.0,3510.0,85.0,25.5,35100.0,35100.0,0.0,0.0
1279,andrew omobamidele,19,20.0,DF,5,4,382,1,0,0,0,1,0,0.2,0.0,0.0,9.0,0.0,0.0,14.0,2,3510.0,382.0,76.4,27.285714285714285,1910.0,35100.0,0.8,0.0
1280,harvey elliott,18,2.0,MF,6,4,346,0,0,0,0,0,0,0.8,0.6,0.0,2.0,2.0,0.0,12.0,62,3510.0,3510.0,57.666666666666664,28.833333333333332,432.5,576.6666666666667,-0.8,-0.6
1281,takumi minamino,26,2.0,FW,11,1,186,3,0,0,0,1,0,1.6,0.5,0.0,1.0,0.0,0.0,28.0,33,3510.0,62.0,16.90909090909091,6.642857142857143,116.25,372.0,1.4,-0.5
1284,manuel lanzini,28,7.0,MF,30,19,1786,5,3,3,0,2,0,3.7,2.4,0.0,29.0,4.0,0.0,92.0,17,595.3333333333334,357.2,59.53333333333333,19.41304347826087,482.70270270270265,744.1666666666667,1.2999999999999998,0.6000000000000001
1285,pedro neto,21,10.0,FW,26,10,932,2,2,0,0,6,0,3.0,2.0,,,,,,93,466.0,466.0,35.84615384615385,,310.6666666666667,466.0,-1.0,0.0
1286,wilfried zaha,28,12.0,FW,33,31,2760,14,1,5,2,6,1,9.5,5.1,0.0,34.0,11.0,0.0,150.0,95,2760.0,197.14285714285714,83.63636363636364,18.4,290.5263157894737,541.1764705882354,4.5,-4.1
1287,angelo ogbonna,33,7.0,DF,11,11,921,1,0,0,0,1,0,0.3,0.0,0.0,11.0,3.0,0.0,40.0,44,3510.0,921.0,83.72727272727273,23.025,3070.0,35100.0,0.7,0.0
1288,cristiano ronaldo,36,6.0,FW,30,27,2456,18,3,3,0,8,0,17.7,2.9,0.0,41.0,8.0,0.0,159.0,20,818.6666666666666,136.44444444444446,81.86666666666666,15.446540880503145,138.75706214689265,846.8965517241379,0.3000000000000007,0.10000000000000009
1289,jamie shackleton,21,17.0,DF,14,7,709,0,0,0,0,4,0,0.2,0.0,0.0,14.0,1.0,0.0,19.0,0,3510.0,3510.0,50.642857142857146,37.31578947368421,3545.0,35100.0,-0.2,0.0
1290,ayoze perez,28,8.0,MF,14,6,445,2,3,0,0,0,1,1.6,1.6,0.0,15.0,1.0,0.0,35.0,19,148.33333333333334,222.5,31.785714285714285,12.714285714285714,278.125,278.125,0.3999999999999999,1.4
1291,maxwel cornet,24,18.0,FW,26,21,1766,9,1,0,1,2,0,6.7,1.7,0.0,24.0,5.0,0.0,104.0,14,1766.0,196.22222222222223,67.92307692307692,16.98076923076923,263.5820895522388,1038.8235294117646,2.3,-0.7
1292,miguel almiron,27,11.0,MF,30,19,1716,1,0,0,0,2,0,1.7,0.9,0.0,32.0,6.0,0.0,59.0,158,3510.0,1716.0,57.2,29.084745762711865,1009.4117647058824,1906.6666666666665,-0.7,-0.9
1293,ainsley maitland-niles,23,5.0,MF,8,2,268,0,0,0,0,0,0,0.1,0.3,0.0,4.0,2.0,0.0,12.0,38,3510.0,3510.0,33.5,22.333333333333332,2680.0,893.3333333333334,-0.1,-0.3
1294,lucas digne,28,15.0,DF,29,29,2439,0,4,0,0,6,0,0.8,3.6,2.0,84.0,14.0,0.0,166.0,50,609.75,3510.0,84.10344827586206,14.69277108433735,3048.75,677.5,-0.8,0.3999999999999999
1295,saman ghoddos,27,13.0,MF,34,8,1072,2,2,0,0,4,0,1.0,2.4,0.0,8.0,2.0,0.0,60.0,148,536.0,536.0,31.529411764705884,17.866666666666667,1072.0,446.6666666666667,1.0,-0.3999999999999999
1296,ben godfrey,23,16.0,DF,23,23,2029,0,0,0,0,6,0,1.4,0.8,0.0,39.0,4.0,0.0,45.0,18,3510.0,3510.0,88.21739130434783,45.08888888888889,1449.2857142857144,2536.25,-1.4,-0.8
1297,ethan pinnock,28,13.0,DF,32,32,2694,1,1,0,0,1,0,1.2,1.2,0.0,43.0,7.0,0.0,90.0,112,2694.0,2694.0,84.1875,29.933333333333334,2245.0,2245.0,-0.19999999999999996,-0.19999999999999996
1298,albert sambi lokonga,21,5.0,MF,38,24,2268,0,0,0,0,10,0,1.2,2.0,0.0,22.0,14.0,0.0,64.0,148,3510.0,3510.0,59.68421052631579,35.4375,1890.0,1134.0,-1.2,-2.0
1299,sergi canos,24,13.0,DF,31,25,2083,3,2,0,0,8,1,3.0,1.7,1.0,36.0,8.0,0.0,81.0,5,1041.5,694.3333333333334,67.19354838709677,25.71604938271605,694.3333333333334,1225.2941176470588,0.0,0.30000000000000004
1300,raphinha,24,17.0,FW,35,34,2915,11,3,4,0,7,0,10.2,7.5,,,,,,0,971.6666666666666,265.0,83.28571428571429,,285.7843137254902,388.6666666666667,0.8000000000000007,-4.5
1301,pierre højbjerg,25,4.0,MF,36,36,3196,2,2,0,0,3,0,1.9,2.3,,,,,,120,1598.0,1598.0,88.77777777777777,,1682.1052631578948,1389.5652173913045,0.10000000000000009,-0.2999999999999998
1302,joao moutinho,34,10.0,MF,35,34,2970,2,1,0,0,4,0,1.3,2.7,,,,,,56,2970.0,1485.0,84.85714285714286,,2284.6153846153848,1100.0,0.7,-1.7000000000000002
1303,lucas moura,28,4.0,FW,34,19,1775,2,6,0,0,4,0,2.7,5.0,,,,,,17,295.8333333333333,887.5,52.205882352941174,,657.4074074074074,355.0,-0.7000000000000002,1.0
1304,yan valery,22,15.0,DF,10,6,740,0,0,0,0,0,0,0.0,0.2,0.0,14.0,2.0,0.0,18.0,0,3510.0,3510.0,74.0,41.111111111111114,35100.0,3700.0,0.0,-0.2
1306,gabriel magalhaes,23,5.0,DF,35,35,3063,5,0,0,0,8,1,3.2,0.7,0.0,38.0,13.0,0.0,146.0,146,3510.0,612.6,87.51428571428572,20.97945205479452,957.1875,4375.714285714286,1.7999999999999998,-0.7
1307,harry winks,25,4.0,MF,19,9,912,0,1,0,0,2,0,0.1,1.5,0.0,15.0,1.0,0.0,33.0,0,912.0,3510.0,48.0,27.636363636363637,9120.0,608.0,-0.1,-0.5
1308,vitaliy mykolenko,22,16.0,DF,13,12,1055,1,0,0,0,0,0,0.5,0.8,,,,,,75,3510.0,1055.0,81.15384615384616,,2110.0,1318.75,0.5,-0.8
1309,oriol romeu,29,15.0,MF,36,34,2889,2,2,0,0,9,0,1.4,2.9,0.0,52.0,7.0,0.0,88.0,2,1444.5,1444.5,80.25,32.82954545454545,2063.571428571429,996.2068965517242,0.6000000000000001,-0.8999999999999999
1311,kai havertz,22,3.0,FW,29,22,1809,8,3,0,0,3,0,8.7,2.2,0.0,18.0,10.0,0.0,112.0,102,603.0,226.125,62.37931034482759,16.151785714285715,207.93103448275863,822.2727272727273,-0.6999999999999993,0.7999999999999998
1312,pablo fornals,25,7.0,FW,36,32,2795,6,3,0,0,4,0,4.6,6.3,0.0,38.0,8.0,0.0,117.0,71,931.6666666666666,465.8333333333333,77.63888888888889,23.88888888888889,607.608695652174,443.6507936507937,1.4000000000000004,-3.3
1313,finley stevens,18,13.0,DF,1,0,15,0,0,0,0,0,0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0,3510.0,3510.0,15.0,15.0,35100.0,150.0,0.0,-0.1
1314,dejan kulusevski,21,4.0,MF,18,14,1261,5,8,0,0,3,0,2.7,3.4,0.0,11.0,9.0,0.0,99.0,96,157.625,252.2,70.05555555555556,12.737373737373737,467.037037037037,370.88235294117646,2.3,4.6
1315,hugo lloris,34,4.0,GK,38,38,3420,0,0,0,0,2,0,0.0,0.2,0.0,40.0,16.0,97.0,158.0,89,3510.0,3510.0,90.0,21.645569620253166,35100.0,17100.0,0.0,-0.2
1316,oliver skipp,20,4.0,MF,18,14,1350,0,0,0,0,6,0,0.2,0.7,0.0,13.0,8.0,0.0,34.0,43,3510.0,3510.0,75.0,39.705882352941174,6750.0,1928.5714285714287,-0.2,-0.7
1317,n'golo kante,30,3.0,MF,26,21,1773,2,4,0,0,2,0,1.5,2.1,,,,,,18,443.25,886.5,68.1923076923077,,1182.0,844.2857142857142,0.5,1.9
1318,ryan bertrand,31,8.0,DF,4,4,337,0,0,0,0,1,0,0.0,0.0,0.0,7.0,0.0,0.0,4.0,0,3510.0,3510.0,84.25,84.25,35100.0,35100.0,0.0,0.0
1319,seamus coleman,32,16.0,DF,30,30,2656,1,0,0,0,4,0,1.2,0.8,1.0,50.0,7.0,0.0,79.0,63,3510.0,2656.0,88.53333333333333,33.620253164556964,2213.3333333333335,3320.0,-0.19999999999999996,-0.8
1320,danny welbeck,30,9.0,FW,25,15,1478,6,2,0,0,0,0,6.6,1.2,0.0,16.0,5.0,0.0,89.0,91,739.0,246.33333333333334,59.12,16.60674157303371,223.93939393939394,1231.6666666666667,-0.5999999999999996,0.8
1321,matt ritchie,31,11.0,DF,18,14,1337,0,2,0,0,5,0,0.7,2.0,0.0,37.0,0.0,0.0,20.0,7,668.5,3510.0,74.27777777777777,66.85,1910.0000000000002,668.5,-0.7,0.0
1322,ruben neves,24,10.0,MF,33,31,2661,4,2,0,0,9,0,1.1,3.1,,,,,,118,1330.5,665.25,80.63636363636364,,2419.090909090909,858.3870967741935,2.9,-1.1
1323,matt doherty,29,4.0,DF,15,9,875,2,4,0,0,0,0,2.5,2.0,0.0,11.0,3.0,0.0,67.0,35,218.75,437.5,58.333333333333336,13.059701492537313,350.0,437.5,-0.5,2.0
1324,jakub moder,22,9.0,MF,28,19,1701,0,3,0,0,1,0,2.6,2.2,0.0,23.0,5.0,0.0,58.0,0,567.0,3510.0,60.75,29.32758620689655,654.2307692307692,773.1818181818181,-2.6,0.7999999999999998
1325,eddie nketiah,22,5.0,FW,21,8,835,5,1,0,0,3,0,4.4,2.0,,,,,,63,835.0,167.0,39.76190476190476,,189.77272727272725,417.5,0.5999999999999996,-1.0
1326,ben chilwell,24,3.0,DF,7,6,542,3,1,0,0,0,0,0.9,0.8,,,,,,70,542.0,180.66666666666666,77.42857142857143,,602.2222222222222,677.5,2.1,0.19999999999999996
1327,craig cathcart,32,19.0,DF,31,27,2396,0,1,0,0,3,0,0.2,1.2,0.0,55.0,3.0,0.0,50.0,1,2396.0,3510.0,77.29032258064517,47.92,11980.0,1996.6666666666667,-0.2,-0.19999999999999996
1328,freddie woodman,24,11.0,GK,8,8,720,0,0,0,0,0,0,0.0,0.0,0.0,24.0,0.0,20.0,18.0,62,3510.0,3510.0,90.0,40.0,35100.0,35100.0,0.0,0.0
1329,martin dubravka,32,11.0,GK,26,26,2340,0,0,0,0,1,0,0.0,0.0,0.0,35.0,8.0,73.0,96.0,11,3510.0,3510.0,90.0,24.375,35100.0,35100.0,0.0,0.0
1330,luke ayling,29,17.0,DF,26,26,2272,2,2,0,0,4,1,1.2,1.8,0.0,66.0,2.0,0.0,55.0,59,1136.0,1136.0,87.38461538461539,41.30909090909091,1893.3333333333335,1262.2222222222222,0.8,0.19999999999999996
1331,raheem sterling,26,1.0,FW,30,23,2128,13,5,2,1,1,0,14.0,5.5,0.0,17.0,13.0,0.0,163.0,101,425.6,163.69230769230768,70.93333333333334,13.05521472392638,152.0,386.90909090909093,-1.0,-0.5
1332,chem campbell,18,10.0,MF,1,0,13,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,3510.0,3510.0,13.0,13.0,35100.0,35100.0,0.0,0.0
1333,bryan gil,20,4.0,FW,18,0,188,0,0,0,0,0,0,0.2,0.2,0.0,2.0,0.0,0.0,18.0,9,3510.0,3510.0,10.444444444444445,10.444444444444445,940.0,940.0,-0.2,-0.2
1334,toti gomes,22,10.0,DF,8,8,720,0,0,0,0,2,0,0.0,0.0,,,,,,43,3510.0,3510.0,90.0,,35100.0,35100.0,0.0,0.0
1335,vicente guaita,34,12.0,GK,30,30,2655,0,0,0,0,2,0,0.0,0.0,0.0,33.0,11.0,83.0,119.0,99,3510.0,3510.0,88.5,22.310924369747898,35100.0,35100.0,0.0,0.0
1336,mads roerslev,22,13.0,DF,21,12,1240,1,1,0,0,1,0,0.4,0.6,0.0,27.0,1.0,0.0,41.0,48,1240.0,1240.0,59.04761904761905,30.24390243902439,3100.0,2066.666666666667,0.6,0.4
1337,asmir begovic,34,16.0,GK,3,3,270,0,0,0,0,0,0,0.0,0.0,,,,,,9,3510.0,3510.0,90.0,,35100.0,35100.0,0.0,0.0
1339,fabian schar,29,11.0,DF,25,25,2158,2,2,0,0,4,0,1.2,1.1,0.0,32.0,6.0,0.0,88.0,139,1079.0,1079.0,86.32,24.522727272727273,1798.3333333333335,1961.8181818181818,0.8,0.8999999999999999
1340,david raya,25,13.0,GK,24,24,2160,0,0,0,0,1,0,0.0,0.0,0.0,27.0,8.0,78.0,95.0,166,3510.0,3510.0,90.0,22.736842105263158,35100.0,35100.0,0.0,0.0
1341,rob holding,25,5.0,DF,15,9,845,1,0,0,0,4,1,0.4,0.0,0.0,16.0,2.0,0.0,29.0,21,3510.0,845.0,56.333333333333336,29.137931034482758,2112.5,35100.0,0.6,0.0
1343,thiago alcantara,30,2.0,MF,25,17,1534,1,4,0,0,2,0,1.9,2.3,0.0,7.0,11.0,0.0,69.0,30,383.5,1534.0,61.36,22.231884057971016,807.3684210526316,666.9565217391305,-0.8999999999999999,1.7000000000000002
1345,emil krafth,26,11.0,DF,20,18,1634,0,1,0,0,5,0,0.3,1.0,0.0,20.0,6.0,0.0,58.0,1,1634.0,3510.0,81.7,28.17241379310345,5446.666666666667,1634.0,-0.3,0.0
1346,roberto firmino,29,2.0,FW,20,10,990,5,4,0,0,3,0,4.7,1.7,0.0,9.0,5.0,0.0,62.0,104,247.5,198.0,49.5,15.96774193548387,210.63829787234042,582.3529411764706,0.2999999999999998,2.3
1347,kelechi iheanacho,24,8.0,FW,26,13,1264,4,5,0,0,1,0,3.6,2.5,0.0,25.0,1.0,0.0,80.0,82,252.8,316.0,48.61538461538461,15.8,351.1111111111111,505.6,0.3999999999999999,2.5
1348,marc albrighton,31,8.0,FW,17,11,1132,1,2,0,0,3,0,0.5,2.0,0.0,24.0,2.0,0.0,40.0,13,566.0,1132.0,66.58823529411765,28.3,2264.0,566.0,0.5,0.0
1349,jean-philippe gbamin,25,16.0,MF,3,1,67,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0,3510.0,3510.0,22.333333333333332,22.333333333333332,35100.0,35100.0,0.0,0.0
1350,christian benteke,30,12.0,FW,25,11,1145,4,1,0,0,3,0,4.9,1.3,0.0,20.0,4.0,0.0,58.0,0,1145.0,286.25,45.8,19.74137931034483,233.6734693877551,880.7692307692307,-0.9000000000000004,-0.30000000000000004
1351,kasey mcateer,19,8.0,FW,2,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,3510.0,3510.0,3.0,3.0,35100.0,35100.0,0.0,0.0
1352,japhet tanganga,22,4.0,DF,11,10,735,0,0,0,0,4,1,0.4,0.2,0.0,11.0,5.0,0.0,29.0,4,3510.0,3510.0,66.81818181818181,25.344827586206897,1837.5,3675.0,-0.4,-0.2
1353,christian eriksen,29,13.0,MF,11,10,939,1,4,0,0,1,0,1.3,3.5,0.0,10.0,4.0,0.0,43.0,103,234.75,939.0,85.36363636363636,21.837209302325583,722.3076923076923,268.2857142857143,-0.30000000000000004,0.5
1354,paul dummett,29,11.0,DF,3,2,198,0,0,0,0,2,0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,0,3510.0,3510.0,66.0,28.285714285714285,35100.0,35100.0,0.0,0.0
1356,pierre-emerick aubameyang,32,5.0,FW,14,12,1037,4,1,0,2,3,0,5.9,1.0,0.0,16.0,6.0,0.0,44.0,25,1037.0,259.25,74.07142857142857,23.568181818181817,175.76271186440678,1037.0,-1.9000000000000004,0.0
1357,granit xhaka,28,5.0,MF,27,27,2327,1,2,0,0,10,1,1.4,2.3,0.0,38.0,6.0,0.0,60.0,153,1163.5,2327.0,86.18518518518519,38.78333333333333,1662.1428571428573,1011.7391304347827,-0.3999999999999999,-0.2999999999999998
1358,kostas tsimikas,25,2.0,DF,13,9,877,0,2,0,0,3,0,0.6,2.7,,,,,,48,438.5,3510.0,67.46153846153847,,1461.6666666666667,324.8148148148148,-0.6,-0.7000000000000002
1359,wayne hennessey,34,18.0,GK,2,2,180,0,0,0,0,0,0,0.0,0.2,0.0,6.0,0.0,8.0,4.0,8,3510.0,3510.0,90.0,45.0,35100.0,900.0,0.0,-0.2
1360,leo fuhr hjelde,17,17.0,MF,2,0,150,0,0,0,0,0,0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0,3510.0,3510.0,75.0,75.0,35100.0,35100.0,0.0,0.0
1361,chiquinho,21,10.0,DF,8,1,208,0,3,0,0,0,0,0.6,0.7,,,,,,0,69.33333333333333,3510.0,26.0,,346.6666666666667,297.14285714285717,-0.6,2.3
1362,daniel podence,25,10.0,FW,26,15,1484,2,3,0,0,2,0,2.0,3.9,,,,,,92,494.6666666666667,742.0,57.07692307692308,,742.0,380.5128205128205,0.0,-0.8999999999999999
1363,carney chukwuemeka,17,14.0,MF,12,2,301,0,1,0,0,0,0,0.6,1.0,0.0,6.0,0.0,0.0,16.0,18,301.0,3510.0,25.083333333333332,18.8125,501.6666666666667,301.0,-0.6,0.0
1364,will hughes,26,12.0,MF,16,13,1053,0,1,0,0,6,0,0.1,0.6,0.0,16.0,4.0,0.0,34.0,41,1053.0,3510.0,65.8125,30.970588235294116,10530.0,1755.0,-0.1,0.4
1365,taylor richards,20,9.0,MF,6,0,75,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,13,3510.0,3510.0,12.5,12.5,35100.0,35100.0,0.0,0.0
1366,phil foden,21,1.0,FW,28,24,2128,9,5,0,0,1,0,9.4,6.3,0.0,16.0,13.0,0.0,137.0,142,425.6,236.44444444444446,76.0,15.532846715328468,226.38297872340425,337.77777777777777,-0.40000000000000036,-1.2999999999999998
1367,leander dendoncker,26,10.0,MF,30,21,1950,2,2,0,0,4,0,2.2,1.1,0.0,29.0,5.0,0.0,76.0,37,975.0,975.0,65.0,25.657894736842106,886.3636363636363,1772.7272727272725,-0.20000000000000018,0.8999999999999999
1368,fabio silva,19,10.0,FW,22,6,572,0,0,0,0,0,0,1.8,0.2,0.0,7.0,0.0,0.0,30.0,0,3510.0,3510.0,26.0,19.066666666666666,317.77777777777777,2860.0,-1.8,-0.2
1369,trezeguet,26,14.0,FW,1,0,11,0,0,0,0,0,0,0.0,0.0,,,,,,159,3510.0,3510.0,11.0,,35100.0,35100.0,0.0,0.0
1370,jacob ramsey,20,14.0,MF,34,29,2467,6,1,0,0,6,0,4.0,1.9,0.0,35.0,12.0,0.0,109.0,135,2467.0,411.1666666666667,72.55882352941177,22.63302752293578,616.75,1298.421052631579,2.0,-0.8999999999999999
1371,charlie cresswell,18,17.0,DF,5,1,141,0,0,0,0,1,0,0.1,0.0,0.0,4.0,0.0,0.0,4.0,74,3510.0,3510.0,28.2,35.25,1410.0,35100.0,-0.1,0.0
1372,eberechi eze,23,12.0,MF,13,6,605,1,1,0,0,1,0,0.4,0.9,0.0,8.0,3.0,0.0,31.0,159,605.0,605.0,46.53846153846154,19.516129032258064,1512.5,672.2222222222222,0.6,0.09999999999999998
1373,jairo riedewald,24,12.0,MF,3,1,118,0,0,0,0,0,0,0.0,0.1,0.0,5.0,0.0,0.0,4.0,6,3510.0,3510.0,39.333333333333336,29.5,35100.0,1180.0,0.0,-0.1
1374,aaron cresswell,31,7.0,DF,31,31,2726,2,3,0,0,3,0,1.1,3.2,0.0,38.0,7.0,0.0,115.0,74,908.6666666666666,1363.0,87.93548387096774,23.704347826086956,2478.181818181818,851.875,0.8999999999999999,-0.20000000000000018
1375,armando broja,19,15.0,FW,32,21,1975,6,0,0,0,2,0,5.9,1.0,0.0,37.0,5.0,0.0,92.0,21,3510.0,329.1666666666667,61.71875,21.467391304347824,334.74576271186436,1975.0,0.09999999999999964,-1.0
1376,hakim ziyech,28,3.0,MF,23,14,1319,4,3,0,0,3,0,3.4,2.9,0.0,12.0,7.0,0.0,79.0,33,439.6666666666667,329.75,57.34782608695652,16.696202531645568,387.94117647058823,454.82758620689657,0.6000000000000001,0.10000000000000009
1377,kenedy,25,3.0,DF,1,1,58,0,1,0,0,0,0,0.0,0.6,0.0,0.0,0.0,0.0,4.0,0,58.0,3510.0,58.0,14.5,35100.0,96.66666666666667,0.0,0.4
1378,vitaly janelt,23,13.0,MF,31,27,2298,4,0,0,0,3,0,2.4,1.9,0.0,37.0,9.0,0.0,90.0,85,3510.0,574.5,74.12903225806451,25.533333333333335,957.5,1209.4736842105265,1.6,-1.9
1379,robin olsen,31,14.0,GK,1,1,90,0,0,0,0,0,0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,10,3510.0,3510.0,90.0,90.0,35100.0,35100.0,0.0,0.0
1380,conor coady,28,10.0,DF,38,38,3361,4,0,0,0,4,0,2.8,0.1,0.0,43.0,11.0,0.0,138.0,77,3510.0,840.25,88.44736842105263,24.355072463768117,1200.357142857143,33610.0,1.2000000000000002,-0.1
1382,malang sarr,22,3.0,DF,24,18,1638,0,0,0,0,6,0,0.0,1.2000000000000002,0.0,21.0,12.0,0.0,90.0,148,3510.0,3510.0,68.25,18.2,35100.0,1364.9999999999998,0.0,-1.2000000000000002
1383,jeff hendrick,29,11.0,MF,3,0,72,1,0,0,0,0,0,0.1,0.0,0.0,3.0,0.0,0.0,8.0,0,3510.0,72.0,24.0,9.0,720.0,35100.0,0.9,0.0
1384,jonjo shelvey,29,11.0,MF,24,22,1983,2,1,0,0,7,1,0.9,1.0,0.0,30.0,6.0,0.0,63.0,16,1983.0,991.5,82.625,31.476190476190474,2203.3333333333335,1983.0,1.1,0.0
1386,aaron ramsdale,23,5.0,GK,34,34,3060,0,0,0,0,1,0,0.0,0.0,0.0,39.0,12.0,90.0,135.0,143,3510.0,3510.0,90.0,22.666666666666668,35100.0,35100.0,0.0,0.0
1387,steven alzate,22,9.0,MF,9,5,404,0,0,0,0,0,0,0.1,0.2,0.0,7.0,0.0,0.0,13.0,0,3510.0,3510.0,44.888888888888886,31.076923076923077,4040.0,2020.0,-0.1,-0.2
1388,marc cucurella,23,9.0,DF,35,35,3089,1,1,0,0,6,0,0.7,2.7,0.0,39.0,11.0,0.0,126.0,65,3089.0,3089.0,88.25714285714285,24.515873015873016,4412.857142857143,1144.074074074074,0.30000000000000004,-1.7000000000000002
1389,joao cancelo,27,1.0,DF,36,36,3227,1,7,0,0,7,0,4.0,5.4,,,,,,73,461.0,3227.0,89.63888888888889,,806.75,597.5925925925926,-3.0,1.5999999999999996
1390,moussa djenepo,23,15.0,MF,24,10,914,0,0,0,0,6,0,3.0,0.6,0.0,20.0,2.0,0.0,26.0,148,3510.0,3510.0,38.083333333333336,35.15384615384615,304.6666666666667,1523.3333333333335,-3.0,-0.6
1391,ibrahima konate,22,2.0,DF,11,11,990,0,0,0,0,2,0,0.2,0.0,0.0,10.0,4.0,0.0,33.0,49,3510.0,3510.0,90.0,30.0,4950.0,35100.0,-0.2,0.0
1392,joe gelhardt,19,17.0,FW,20,5,746,2,2,0,0,4,0,3.0,1.6,0.0,25.0,1.0,0.0,43.0,20,373.0,373.0,37.3,17.348837209302324,248.66666666666666,466.25,-1.0,0.3999999999999999
1393,tomas soucek,26,7.0,MF,35,34,3062,5,1,0,0,3,0,5.5,2.2,0.0,46.0,6.0,0.0,114.0,100,3062.0,612.4,87.48571428571428,26.859649122807017,556.7272727272727,1391.8181818181818,-0.5,-1.2000000000000002
1394,łukasz fabianski,36,7.0,GK,37,37,3330,0,0,0,0,2,0,0.0,0.0,,,,,,127,3510.0,3510.0,90.0,,35100.0,35100.0,0.0,0.0
1395,jean-philippe mateta,24,12.0,FW,22,13,1145,5,1,0,0,2,0,5.8,1.3,0.0,14.0,5.0,0.0,61.0,41,1145.0,229.0,52.04545454545455,18.770491803278688,197.41379310344828,880.7692307692307,-0.7999999999999998,-0.30000000000000004
1396,jordan pickford,27,16.0,GK,35,35,3150,0,0,0,0,2,0,0.0,0.1,0.0,58.0,7.0,117.0,116.0,124,3510.0,3510.0,90.0,27.155172413793103,35100.0,31500.0,0.0,-0.1
1397,ruben dias,24,1.0,DF,29,27,2402,2,4,0,0,5,0,2.7,3.2,,,,,,80,600.5,1201.0,82.82758620689656,,889.6296296296296,750.625,-0.7000000000000002,0.7999999999999998
1399,karl darlow,30,11.0,GK,8,8,720,0,0,0,0,1,0,0.0,0.0,0.0,15.0,0.0,24.0,20.0,0,3510.0,3510.0,90.0,36.0,35100.0,35100.0,0.0,0.0
1400,romain perraud,23,15.0,DF,20,18,1623,0,1,0,0,3,0,0.5,0.7,0.0,33.0,3.0,0.0,38.0,71,1623.0,3510.0,81.15,42.71052631578947,3246.0,2318.571428571429,-0.5,0.30000000000000004
1401,ricardo pereira,27,8.0,DF,14,13,991,1,3,0,0,3,0,0.7,1.3,,,,,,20,330.3333333333333,991.0,70.78571428571429,,1415.7142857142858,762.3076923076923,0.30000000000000004,1.7
1402,nikola vlasic,23,7.0,FW,19,6,560,1,0,0,0,0,0,1.3,0.6,0.0,10.0,1.0,0.0,30.0,0,3510.0,560.0,29.473684210526315,18.666666666666668,430.7692307692308,933.3333333333334,-0.30000000000000004,-0.6
1403,javier manquillo,27,11.0,DF,19,15,1257,1,2,0,0,5,0,0.3,0.3,0.0,27.0,1.0,0.0,38.0,4,628.5,1257.0,66.15789473684211,33.078947368421055,4190.0,4190.0,0.7,1.7
1404,luke thomas,20,8.0,DF,22,21,1912,0,1,0,0,2,0,0.1,1.3,0.0,35.0,5.0,0.0,50.0,28,1912.0,3510.0,86.9090909090909,38.24,19120.0,1470.7692307692307,-0.1,-0.30000000000000004
